Species	byUser	byPost	meanLikes	medianLikes	maxLikes	meanComments	medianComments	maxComments	genus	sub.family	status
Myrmica_pinetorum	1	1	113	113	113	6	6	6	Myrmica	Myrmicinae	native
Myrmica_punctiventris	1	1	19	19	19	0	0	0	Myrmica	Myrmicinae	native
Myrmica_schencki	1	1	65	65	65	7	7	7	Myrmica	Myrmicinae	native
Myrmicaria_natalensis	1	1	76	76	76	1	1	1	Myrmicaria	Myrmicinae	native
Myrmoteras_binghamii	1	1	53	53	53	2	2	2	Myrmoteras	Formicinae	native
Mystrium_camillae	1	1	123	123	123	0	0	0	Mystrium	Amblyoponinae	native
Mystrium_mysticum	1	1	408	408	408	5	5	5	Mystrium	Amblyoponinae	native
Neivamyrmex_nigrescens	1	1	64	64	64	0	0	0	Neivamyrmex	Dorylinae	native
Neoponera_globularia	1	1	144	144	144	4	4	4	Neoponera	Ponerinae	native
Neoponera_obscuricornis	1	13	89.92	85	126	2.08	1	9	Neoponera	Ponerinae	native
Nomamyrmex_esenbeckii	1	1	45	45	45	1	1	1	Nomamyrmex	Dorylinae	native
Notoncus_capitatus	1	1	43	43	43	0	0	0	Notoncus	Formicinae	native
Nylanderia_fulva	1	1	30	30	30	1	1	1	Nylanderia	Formicinae	alien
Nylanderia_parvula	1	1	15	15	15	0	0	0	Nylanderia	Formicinae	native
Nylanderia_pubens	1	1	19	19	19	0	0	0	Nylanderia	Formicinae	alien
Nylanderia_vividula	1	1	11	11	11	11	11	11	Nylanderia	Formicinae	alien
Odontomachus_affinis	1	2	133	133	142	0.5	0.5	1	Odontomachus	Ponerinae	native
Odontomachus_mormo	1	3	79.33	76	93	2.67	4	4	Odontomachus	Ponerinae	native
Odontomachus_schoedli	1	13	67.69	65	116	1.85	1	5	Odontomachus	Ponerinae	native
Odontomachus_troglodytes	1	1	130	130	130	0	0	0	Odontomachus	Ponerinae	alien
Odontoponera_transversa_biconcentrica	1	1	40	40	40	0	0	0	Odontoponera	Ponerinae	native
Ooceraea_biroi	1	3	169	171	186	13	15	15	Ooceraea	Dorylinae	alien
Ophthalmopone_berthoudi	1	1	100	100	100	2	2	2	Ophthalmopone	Ponerinae	native
Paratopula_ceylonica	1	2	263	263	279	10.5	10.5	16	Paratopula	Myrmicinae	native
Patagonomyrmex_angustus	1	3	39	48	51	2.33	3	4	Patagonomyrmex	Myrmicinae	native
Pheidole_aberrans	1	2	33	33	37	0	0	0	Pheidole	Myrmicinae	native
Pheidole_argentina	1	1	42	42	42	0	0	0	Pheidole	Myrmicinae	native
Pheidole_barbata	1	1	150	150	150	11	11	11	Pheidole	Myrmicinae	native
Pheidole_bergi	1	2	44	44	46	0.5	0.5	1	Pheidole	Myrmicinae	native
Pheidole_californica	1	2	59	59	72	0.5	0.5	1	Pheidole	Myrmicinae	native
Pheidole_dentigula	1	1	78	78	78	2	2	2	Pheidole	Myrmicinae	native
Pheidole_desertorum	1	1	64	64	64	0	0	0	Pheidole	Myrmicinae	native
Pheidole_fervida	1	3	28	30	32	0	0	0	Pheidole	Myrmicinae	native
Pheidole_fimbriata	1	1	175	175	175	3	3	3	Pheidole	Myrmicinae	native
Pheidole_gilvescens	1	1	150	150	150	3	3	3	Pheidole	Myrmicinae	native
Pheidole_minor	1	1	100	100	100	1	1	1	Pheidole	Myrmicinae	native
Pheidole_pilifera	1	1	65	65	65	2	2	2	Pheidole	Myrmicinae	native
Pheidole_praeusta	1	5	22.6	19	41	1	1	2	Pheidole	Myrmicinae	native
Pheidole_rhea	1	1	101	101	101	1	1	1	Pheidole	Myrmicinae	native
Pheidole_sulcaticeps	1	1	83	83	83	1	1	1	Pheidole	Myrmicinae	native
Pheidole_tepicana	1	1	53	53	53	4	4	4	Pheidole	Myrmicinae	native
Pheidole_vafra	1	1	30	30	30	0	0	0	Pheidole	Myrmicinae	native
Pheidole_xerophila	1	1	108	108	108	2	2	2	Pheidole	Myrmicinae	native
Plagiolepis_pallescens	1	1	91	91	91	0	0	0	Plagiolepis	Formicinae	native
Podomyrma_elongata	1	1	155	155	155	5	5	5	Podomyrma	Myrmicinae	native
Podomyrma_odae	1	1	126	126	126	2	2	2	Podomyrma	Myrmicinae	native
Pogonomyrmex_bicolor	1	1	22	22	22	0	0	0	Pogonomyrmex	Myrmicinae	native
Pogonomyrmex_desertorum	1	1	5	5	5	0	0	0	Pogonomyrmex	Myrmicinae	native
Pogonomyrmex_rastratus	1	3	28.67	27	40	0.33	0	1	Pogonomyrmex	Myrmicinae	native
Pogonomyrmex_subdentatus	1	1	46	46	46	0	0	0	Pogonomyrmex	Myrmicinae	native
Pogonomyrmex_vermiculatus	1	1	55	55	55	7	7	7	Pogonomyrmex	Myrmicinae	native
Polyergus_bicolor	1	1	94	94	94	1	1	1	Polyergus	Formicinae	native
Polyergus_breviceps	1	1	82	82	82	5	5	5	Polyergus	Formicinae	native
Polyergus_mexicanus	1	1	46	46	46	1	1	1	Polyergus	Formicinae	native
Polyergus_samurai	1	1	67	67	67	0	0	0	Polyergus	Formicinae	native
Polyrhachis_andrei	1	1	70	70	70	1	1	1	Polyrhachis	Formicinae	native
Polyrhachis_bicolor	1	4	42	44.5	52	0	0	0	Polyrhachis	Formicinae	native
Polyrhachis_cyaniventris	1	1	259	259	259	32	32	32	Polyrhachis	Formicinae	native
Polyrhachis_daemeli	1	2	121	121	132	2	2	3	Polyrhachis	Formicinae	native
Polyrhachis_gagates	1	1	209	209	209	1	1	1	Polyrhachis	Formicinae	native
Polyrhachis_halidayi	1	1	38	38	38	0	0	0	Polyrhachis	Formicinae	native
Polyrhachis_hexacantha	1	1	6	6	6	0	0	0	Polyrhachis	Formicinae	native
Polyrhachis_laevigata	1	6	123.33	117.5	156	4.83	5.5	10	Polyrhachis	Formicinae	native
Polyrhachis_lamellidens	1	1	124	124	124	6	6	6	Polyrhachis	Formicinae	native
Polyrhachis_latona	1	4	154.5	162	186	2	0.5	7	Polyrhachis	Formicinae	native
Polyrhachis_machaon	1	1	45	45	45	5	5	5	Polyrhachis	Formicinae	native
Polyrhachis_magnifica	1	1	87	87	87	2	2	2	Polyrhachis	Formicinae	native
Polyrhachis_medusa	1	1	33	33	33	2	2	2	Polyrhachis	Formicinae	native
Polyrhachis_modesta	1	1	33	33	33	0	0	0	Polyrhachis	Formicinae	native
Polyrhachis_moesta	1	1	33	33	33	0	0	0	Polyrhachis	Formicinae	native
Polyrhachis_mucronata	1	2	93	93	110	1	1	2	Polyrhachis	Formicinae	native
Polyrhachis_punctiventris	1	1	101	101	101	0	0	0	Polyrhachis	Formicinae	native
Polyrhachis_rastellata	1	1	156	156	156	10	10	10	Polyrhachis	Formicinae	native
Polyrhachis_schlueteri	1	15	178.93	153	479	1.47	1	5	Polyrhachis	Formicinae	native
Polyrhachis_semiaurata	1	1	206	206	206	3	3	3	Polyrhachis	Formicinae	native
Polyrhachis_shixingensis	1	1	66	66	66	1	1	1	Polyrhachis	Formicinae	native
Proformica_mongolica	1	1	54	54	54	0	0	0	Proformica	Formicinae	native
Pseudomyrmex_ejectus	1	1	11	11	11	0	0	0	Pseudomyrmex	Pseudomyrmecinae	native
Pseudomyrmex_elongatus	1	1	26	26	26	0	0	0	Pseudomyrmex	Pseudomyrmecinae	alien
Pseudomyrmex_kuenckeli	1	12	158.67	161.5	214	6.75	4.5	21	Pseudomyrmex	Pseudomyrmecinae	native
Pseudomyrmex_oculatus	1	1	168	168	168	13	13	13	Pseudomyrmex	Pseudomyrmecinae	native
Pseudomyrmex_pallidus	1	6	42	37.5	63	2.5	3	4	Pseudomyrmex	Pseudomyrmecinae	native
Rasopone_lunaris	1	1	23	23	23	6	6	6	Rasopone	Ponerinae	native
Rhytidoponera_nudata	1	1	134	134	134	2	2	2	Rhytidoponera	Ectatomminae	native
Rossomyrmex_proformicarum	1	1	40	40	40	0	0	0	Rossomyrmex	Formicinae	native
Solenopsis_aurea	1	1	5	5	5	0	0	0	Solenopsis	Myrmicinae	native
Solenopsis_gayi	1	1	47	47	47	0	0	0	Solenopsis	Myrmicinae	native
Solenopsis_major	1	1	24	24	24	4	4	4	Solenopsis	Myrmicinae	native
Solenopsis_patagonica	1	17	38.47	42	53	0.47	0	3	Solenopsis	Myrmicinae	native
Solenopsis_solenopsidis	1	1	54	54	54	4	4	4	Solenopsis	Myrmicinae	native
Solenopsis_texana	1	1	34	34	34	13	13	13	Solenopsis	Myrmicinae	native
Stigmatomma_eminia	1	2	201	201	229	6	6	7	Stigmatomma	Amblyoponinae	native
Stigmatomma_impressifrons	1	1	65	65	65	1	1	1	Stigmatomma	Amblyoponinae	native
Stigmatomma_reclinatum	1	12	71.67	69.5	123	2.58	1	9	Stigmatomma	Amblyoponinae	native
Stigmatomma_rothneyi	1	1	173	173	173	5	5	5	Stigmatomma	Amblyoponinae	native
Streblognathus_peetersi	1	10	93.1	94	110	3	2.5	8	Streblognathus	Ponerinae	native
Strongylognathus_testaceus	1	1	54	54	54	2	2	2	Strongylognathus	Myrmicinae	native
Strumigenys_argiola	1	1	33	33	33	2	2	2	Strumigenys	Myrmicinae	native
Syscia_augustae	1	1	116	116	116	1	1	1	Syscia	Dorylinae	native
Tapinoma_darioi	1	1	110	110	110	13	13	13	Tapinoma	Dolichoderinae	alien
Tapinoma_madeirense	1	1	133	133	133	5	5	5	Tapinoma	Dolichoderinae	alien
Technomyrmex_albipes	1	1	189	189	189	0	0	0	Technomyrmex	Dolichoderinae	alien
Temnothorax_ambiguus	1	1	37	37	37	1	1	1	Temnothorax	Myrmicinae	native
Temnothorax_longispinosus	1	1	56	56	56	8	8	8	Temnothorax	Myrmicinae	alien
Temnothorax_rugosus	1	1	39	39	39	4	4	4	Temnothorax	Myrmicinae	native
Tetramorium_atratulum	1	1	35	35	35	1	1	1	Tetramorium	Myrmicinae	alien
Tetramorium_caldarium	1	1	43	43	43	0	0	0	Tetramorium	Myrmicinae	alien
Tetramorium_depressum	1	1	45	45	45	10	10	10	Tetramorium	Myrmicinae	native
Tetramorium_ferox	1	1	35	35	35	1	1	1	Tetramorium	Myrmicinae	native
Tetramorium_forte	1	1	44	44	44	0	0	0	Tetramorium	Myrmicinae	native
Tetramorium_sericeiventre	1	2	185	185	198	5.5	5.5	7	Tetramorium	Myrmicinae	alien
Tetramorium_tsushimae	1	3	30	32	32	0.33	0	1	Tetramorium	Myrmicinae	alien
Tetraponera_allaborans	1	3	197.67	198	268	6.33	5	10	Tetraponera	Pseudomyrmecinae	alien
Tetraponera_nigra	1	2	50	50	53	2	2	2	Tetraponera	Pseudomyrmecinae	native
Tetraponera_punctulata	1	1	167	167	167	1	1	1	Tetraponera	Pseudomyrmecinae	native
Thaumatomyrmex_atrox	1	1	184	184	184	3	3	3	Thaumatomyrmex	Ponerinae	native
Trachymyrmex_cornetzi	1	4	125.25	104	192	1	1	2	Trachymyrmex	Myrmicinae	native
Trichomyrmex_perplexus	1	1	39	39	39	0	0	0	Trichomyrmex	Myrmicinae	native
Typhlomyrmex_rogenhoferi	1	1	41	41	41	1	1	1	Typhlomyrmex	Ectatomminae	native
